,event_date,dimension,dimension_value,views,likes,messages_received,messages_sent,users_received,users_sent
1044,2023-07-20,gender,0,268135,53716,6038,5616,4774,4662
1045,2023-07-20,gender,1,340204,67665,6862,7284,5893,6005
1046,2023-07-20,age,14,8393,1615,140,204,116,147
1047,2023-07-20,age,15,20635,4014,281,391,267,321
1048,2023-07-20,age,16,24672,4995,750,575,567,520
1049,2023-07-20,age,17,26070,5198,515,659,499,635
1050,2023-07-20,age,18,34554,6800,928,748,749,722
1051,2023-07-20,age,19,36578,7449,1002,854,860,835
1052,2023-07-20,age,20,37112,7308,1009,862,921,845
1053,2023-07-20,age,21,36730,7328,1011,880,936,865
1054,2023-07-20,age,22,34593,6964,1459,728,1005,716
1055,2023-07-20,age,23,31604,6252,755,645,707,635
1056,2023-07-20,age,24,25814,5068,531,445,517,436
1057,2023-07-20,age,25,23554,4674,669,424,488,417
1058,2023-07-20,age,26,18489,3627,505,505,496,497
1059,2023-07-20,age,27,16979,3441,656,293,408,282
1060,2023-07-20,age,28,16118,3183,367,366,346,361
1061,2023-07-20,age,29,14914,3022,291,323,280,312
1062,2023-07-20,age,30,15043,3030,232,312,228,291
1063,2023-07-20,age,31,12270,2612,334,234,287,224
1064,2023-07-20,age,32,13923,2788,168,282,155,175
1065,2023-07-20,age,33,12564,2478,126,246,115,117
1066,2023-07-20,age,34,12259,2453,79,196,77,91
1067,2023-07-20,age,35,12596,2517,106,215,99,97
1068,2023-07-20,age,36,11679,2313,253,261,152,108
1069,2023-07-20,age,37,9890,2002,140,163,91,71
1070,2023-07-20,age,38,9815,1972,277,231,109,107
1071,2023-07-20,age,39,8968,1744,182,141,94,65
1072,2023-07-20,age,40,8855,1726,27,172,20,73
1073,2023-07-20,age,41,7416,1449,7,142,7,65
1074,2023-07-20,age,42,7634,1536,53,162,35,69
1075,2023-07-20,age,43,7271,1356,13,131,12,60
1076,2023-07-20,age,44,6024,1294,4,67,4,38
1077,2023-07-20,age,45,5100,1028,3,136,3,56
1078,2023-07-20,age,46,5137,1026,1,138,1,77
1079,2023-07-20,age,47,4812,966,8,139,5,52
1080,2023-07-20,age,48,4012,773,7,102,3,41
1081,2023-07-20,age,49,3603,739,1,64,1,33
1082,2023-07-20,age,50,2853,615,8,69,5,34
1083,2023-07-20,age,51,3038,624,0,48,0,20
1084,2023-07-20,age,52,2332,460,2,44,2,22
1085,2023-07-20,age,53,2269,494,0,60,0,26
1086,2023-07-20,age,54,2273,446,0,53,0,20
1087,2023-07-20,age,55,1695,324,0,29,0,11
1088,2023-07-20,age,56,1350,287,0,47,0,18
1089,2023-07-20,age,57,923,205,0,13,0,8
1090,2023-07-20,age,58,1167,211,0,13,0,5
1091,2023-07-20,age,59,815,164,0,20,0,9
1092,2023-07-20,age,60,891,214,0,7,0,4
1093,2023-07-20,age,61,287,57,0,22,0,12
1094,2023-07-20,age,62,640,127,0,12,0,6
1095,2023-07-20,age,63,498,107,0,5,0,3
1096,2023-07-20,age,64,187,42,0,4,0,2
1097,2023-07-20,age,65,79,10,0,7,0,3
1098,2023-07-20,age,66,227,37,0,0,0,0
1099,2023-07-20,age,67,471,88,0,0,0,0
1100,2023-07-20,age,68,80,12,0,8,0,5
1101,2023-07-20,age,69,103,31,0,0,0,0
1102,2023-07-20,age,70,167,32,0,1,0,1
1103,2023-07-20,age,71,27,6,0,0,0,0
1104,2023-07-20,age,72,34,5,0,0,0,0
1105,2023-07-20,age,73,38,10,0,2,0,2
1106,2023-07-20,age,74,104,20,0,0,0,0
1107,2023-07-20,age,75,36,5,0,0,0,0
1108,2023-07-20,age,79,41,4,0,0,0,0
1109,2023-07-20,age,82,34,4,0,0,0,0
1110,2023-07-21,os,Android,345706,69911,8345,8319,6567,6564
1111,2023-07-21,os,iOS,183494,37163,4556,4582,3520,3523
1112,2023-07-21,gender,0,237356,48084,5403,5540,4455,4328
1113,2023-07-21,gender,1,291844,58990,7498,7361,5632,5759
1114,2023-07-21,age,14,8342,1733,90,206,85,81
1115,2023-07-21,age,15,16754,3264,126,378,123,269
1116,2023-07-21,age,16,21446,4492,359,616,326,563
1117,2023-07-21,age,17,26136,5168,467,619,442,591
1118,2023-07-21,age,18,29610,6196,911,781,634,751
1119,2023-07-21,age,19,33181,6606,702,670,636,641
1120,2023-07-21,age,20,31735,6327,969,770,831,750
1121,2023-07-21,age,21,32746,6560,844,805,815,786
1122,2023-07-21,age,22,29367,5940,1054,780,869,762
1123,2023-07-21,age,23,27987,5444,1495,686,1023,676
1124,2023-07-21,age,24,21052,4162,598,554,580,544
1125,2023-07-21,age,25,17721,3534,463,464,448,455
1126,2023-07-21,age,26,16280,3367,793,433,537,421
1127,2023-07-21,age,27,14991,3072,542,293,447,288
1128,2023-07-21,age,28,14425,2979,565,322,386,312
1129,2023-07-21,age,29,13989,2810,264,314,251,300
1130,2023-07-21,age,30,11754,2430,229,264,216,245
1131,2023-07-21,age,31,12117,2495,221,310,210,282
1132,2023-07-21,age,32,12874,2601,151,175,135,138
1133,2023-07-21,age,33,10149,2089,207,245,188,127
1134,2023-07-21,age,34,11313,2271,360,262,218,103
1135,2023-07-21,age,35,9727,1958,423,258,191,76
1136,2023-07-21,age,36,9498,1908,53,277,48,85
1137,2023-07-21,age,37,8494,1698,68,166,40,57
1138,2023-07-21,age,38,8617,1808,86,294,72,97
1139,2023-07-21,age,39,7986,1584,180,221,106,74
1140,2023-07-21,age,40,7228,1493,30,182,28,61
1141,2023-07-21,age,41,6790,1398,15,145,14,44
1142,2023-07-21,age,42,6916,1358,313,144,89,51
1143,2023-07-21,age,43,5340,1100,0,92,0,36
1144,2023-07-21,age,44,5418,1104,4,113,4,35
1145,2023-07-21,age,45,5119,1051,3,124,2,46
1146,2023-07-21,age,46,4241,840,4,95,2,66
1147,2023-07-21,age,47,3533,702,5,114,4,45
1148,2023-07-21,age,48,3632,744,302,85,83,28
1149,2023-07-21,age,49,2785,604,4,80,3,23
1150,2023-07-21,age,50,3092,639,1,109,1,29
1151,2023-07-21,age,51,2369,489,0,60,0,15
1152,2023-07-21,age,52,1926,444,0,87,0,28
1153,2023-07-21,age,53,1548,307,0,38,0,14
1154,2023-07-21,age,54,1456,316,0,51,0,18
1155,2023-07-21,age,55,1435,268,0,30,0,10
1156,2023-07-21,age,56,1325,281,0,46,0,14
1157,2023-07-21,age,57,984,199,0,24,0,8
1158,2023-07-21,age,58,939,223,0,25,0,7
1159,2023-07-21,age,59,809,168,0,16,0,7
1160,2023-07-21,age,60,510,133,0,23,0,7
1161,2023-07-21,age,61,539,109,0,0,0,0
1162,2023-07-21,age,62,394,79,0,10,0,4
1163,2023-07-21,age,63,407,88,0,0,0,0
1164,2023-07-21,age,64,484,86,0,16,0,4
1165,2023-07-21,age,65,443,95,0,9,0,4
1166,2023-07-21,age,66,266,69,0,6,0,2
1167,2023-07-21,age,67,197,37,0,4,0,1
1168,2023-07-21,age,68,106,23,0,2,0,2
1169,2023-07-21,age,69,79,21,0,0,0,0
1170,2023-07-21,age,70,158,26,0,3,0,2
1171,2023-07-21,age,71,55,4,0,0,0,0
1172,2023-07-21,age,72,105,25,0,5,0,2
1173,2023-07-21,age,74,20,3,0,0,0,0
1174,2023-07-21,age,75,38,7,0,0,0,0
1175,2023-07-21,age,76,79,23,0,0,0,0
1176,2023-07-21,age,77,44,12,0,0,0,0
1177,2023-07-21,age,78,67,5,0,0,0,0
1178,2023-07-21,age,82,33,5,0,0,0,0
1179,2023-07-22,os,Android,338857,66435,7054,8416,6229,6533
1180,2023-07-22,os,iOS,174169,34346,5838,4476,3802,3498
1181,2023-07-22,gender,0,229664,45089,4766,5568,4113,4387
1182,2023-07-22,gender,1,283362,55692,8126,7324,5918,5644
1183,2023-07-22,age,14,6972,1347,71,196,70,68
1184,2023-07-22,age,15,17241,3392,285,383,226,233
1185,2023-07-22,age,16,22033,4332,575,425,347,378
1186,2023-07-22,age,17,24076,4748,469,730,440,687
1187,2023-07-22,age,18,29390,5688,569,648,539,618
1188,2023-07-22,age,19,28948,5838,714,748,672,724
1189,2023-07-22,age,20,31518,6169,927,766,782,744
1190,2023-07-22,age,21,31666,6196,649,684,615,663
1191,2023-07-22,age,22,28485,5537,879,797,840,774
1192,2023-07-22,age,23,25525,4972,1102,679,880,666
1193,2023-07-22,age,24,21599,4264,680,475,534,466
1194,2023-07-22,age,25,17338,3398,703,475,494,465
1195,2023-07-22,age,26,16026,3154,365,314,349,304
1196,2023-07-22,age,27,13308,2667,577,424,496,416
1197,2023-07-22,age,28,12765,2382,431,414,413,396
1198,2023-07-22,age,29,13003,2538,288,336,273,324
1199,2023-07-22,age,30,12751,2564,295,297,281,276
1200,2023-07-22,age,31,11666,2321,479,396,358,356
1201,2023-07-22,age,32,13199,2596,260,275,232,222
1202,2023-07-22,age,33,11119,2200,836,265,341,148
1203,2023-07-22,age,34,10994,2144,193,354,178,151
1204,2023-07-22,age,35,9639,1949,88,183,82,71
1205,2023-07-22,age,36,10139,1932,130,244,109,79
1206,2023-07-22,age,37,8234,1558,54,140,45,47
1207,2023-07-22,age,38,8983,1767,26,128,26,43
1208,2023-07-22,age,39,7042,1449,449,205,133,61
1209,2023-07-22,age,40,6498,1243,344,230,124,66
1210,2023-07-22,age,41,5695,1077,10,147,9,48
1211,2023-07-22,age,42,5772,1103,21,224,17,77
1212,2023-07-22,age,43,5828,1134,5,103,4,42
1213,2023-07-22,age,44,4618,882,2,79,2,26
1214,2023-07-22,age,45,5026,1009,15,227,11,73
1215,2023-07-22,age,46,4757,954,3,122,3,58
1216,2023-07-22,age,47,4468,905,0,110,0,42
1217,2023-07-22,age,48,3117,619,1,104,1,39
1218,2023-07-22,age,49,3331,696,4,103,3,30
1219,2023-07-22,age,50,3063,610,2,123,2,36
1220,2023-07-22,age,51,3104,670,391,38,100,14
1221,2023-07-22,age,52,1837,353,0,62,0,22
1222,2023-07-22,age,53,1563,315,0,20,0,8
1223,2023-07-22,age,54,1624,316,0,46,0,16
1224,2023-07-22,age,55,1641,354,0,39,0,14
1225,2023-07-22,age,56,1222,216,0,12,0,5
1226,2023-07-22,age,57,1089,189,0,5,0,3
1227,2023-07-22,age,58,841,189,0,5,0,2
1228,2023-07-22,age,59,827,181,0,39,0,13
1229,2023-07-22,age,60,786,149,0,0,0,0
1230,2023-07-22,age,61,370,72,0,11,0,1
1231,2023-07-22,age,62,422,76,0,8,0,2
1232,2023-07-22,age,63,371,84,0,0,0,0
1233,2023-07-22,age,64,380,73,0,12,0,4
1234,2023-07-22,age,65,182,37,0,9,0,2
1235,2023-07-22,age,66,131,28,0,8,0,2
1236,2023-07-22,age,67,180,37,0,0,0,0
1237,2023-07-22,age,68,187,39,0,0,0,0
1238,2023-07-22,age,69,75,9,0,0,0,0
1239,2023-07-22,age,70,21,1,0,17,0,4
1240,2023-07-22,age,71,30,9,0,0,0,0
1241,2023-07-22,age,72,125,28,0,8,0,2
1242,2023-07-22,age,73,46,5,0,0,0,0
1243,2023-07-22,age,74,69,5,0,0,0,0
1244,2023-07-22,age,76,8,0,0,0,0,0
1245,2023-07-22,age,79,14,4,0,0,0,0
1246,2023-07-22,age,84,39,6,0,0,0,0
1247,2023-07-22,age,95,10,2,0,0,0,0
1248,2023-07-23,os,Android,407320,85182,9070,8487,6903,6733
1249,2023-07-23,os,iOS,219489,46182,3831,4414,3287,3457
1250,2023-07-23,gender,0,279369,58562,5155,5686,4154,4522
1251,2023-07-23,gender,1,347440,72802,7746,7215,6036,5668
1252,2023-07-23,age,14,8852,1927,130,292,116,132
1253,2023-07-23,age,15,20861,4447,155,426,146,261
1254,2023-07-23,age,16,24409,5106,924,504,494,403
1255,2023-07-23,age,17,30288,6462,966,703,641,679
1256,2023-07-23,age,18,35107,7309,848,718,616,697
1257,2023-07-23,age,19,37499,7849,1020,716,839,700
1258,2023-07-23,age,20,41455,8659,732,697,692,681
1259,2023-07-23,age,21,38278,7963,851,727,812,714
1260,2023-07-23,age,22,35259,7444,940,656,797,643
1261,2023-07-23,age,23,31219,6607,651,630,627,617
1262,2023-07-23,age,24,23069,4756,793,512,638,500
1263,2023-07-23,age,25,21793,4556,694,451,577,447
1264,2023-07-23,age,26,19252,3903,453,413,438,408
1265,2023-07-23,age,27,17521,3687,302,292,295,284
1266,2023-07-23,age,28,16263,3364,276,304,272,297
1267,2023-07-23,age,29,15959,3355,357,247,269,241
1268,2023-07-23,age,30,15240,3164,201,291,191,279
1269,2023-07-23,age,31,14114,2947,224,278,206,251
1270,2023-07-23,age,32,14048,2914,728,261,422,187
1271,2023-07-23,age,33,13592,2943,182,283,156,168
1272,2023-07-23,age,34,13657,2735,260,261,191,129
1273,2023-07-23,age,35,12093,2481,132,285,121,132
1274,2023-07-23,age,36,11662,2423,106,322,98,148
1275,2023-07-23,age,37,9861,2059,47,217,43,99
1276,2023-07-23,age,38,10447,2256,405,317,155,134
1277,2023-07-23,age,39,10291,2064,173,166,95,73
1278,2023-07-23,age,40,8513,1783,42,267,38,116
1279,2023-07-23,age,41,8969,1907,86,133,57,60
1280,2023-07-23,age,42,7478,1614,17,215,17,96
1281,2023-07-23,age,43,6496,1412,5,72,4,39
1282,2023-07-23,age,44,5746,1213,3,150,3,58
1283,2023-07-23,age,45,5936,1269,92,99,56,43
1284,2023-07-23,age,46,5222,1090,4,103,4,89
1285,2023-07-23,age,47,4013,871,3,87,2,39
1286,2023-07-23,age,48,3996,828,0,61,0,23
1287,2023-07-23,age,49,4157,834,0,117,0,51
1288,2023-07-23,age,50,3287,686,1,74,1,34
1289,2023-07-23,age,51,2538,543,0,91,0,37
1290,2023-07-23,age,52,2856,605,0,53,0,29
1291,2023-07-23,age,53,2370,547,0,42,0,22
1292,2023-07-23,age,54,1741,333,98,79,61,32
1293,2023-07-23,age,55,1697,371,0,95,0,31
1294,2023-07-23,age,56,1477,289,0,44,0,19
1295,2023-07-23,age,57,1415,338,0,31,0,13
1296,2023-07-23,age,58,975,222,0,31,0,11
1297,2023-07-23,age,59,806,173,0,6,0,2
1298,2023-07-23,age,60,821,183,0,29,0,13
1299,2023-07-23,age,61,295,60,0,0,0,0
1300,2023-07-23,age,62,586,124,0,3,0,2
1301,2023-07-23,age,63,315,76,0,4,0,2
1302,2023-07-23,age,64,793,159,0,6,0,4
1303,2023-07-23,age,65,527,108,0,2,0,1
1304,2023-07-23,age,66,481,107,0,0,0,0
1305,2023-07-23,age,67,219,36,0,0,0,0
1306,2023-07-23,age,68,416,85,0,12,0,6
1307,2023-07-23,age,69,72,22,0,8,0,4
1308,2023-07-23,age,70,160,33,0,0,0,0
1309,2023-07-23,age,71,45,8,0,6,0,4
1310,2023-07-23,age,72,52,7,0,3,0,2
1311,2023-07-23,age,73,20,3,0,2,0,2
1312,2023-07-23,age,74,69,14,0,7,0,2
1313,2023-07-23,age,75,15,3,0,0,0,0
1314,2023-07-23,age,76,37,8,0,0,0,0
1315,2023-07-23,age,78,38,4,0,0,0,0
1316,2023-07-23,age,79,53,11,0,0,0,0
1317,2023-07-23,age,82,18,5,0,0,0,0
1318,2023-07-24,os,Android,392721,83396,9061,8659,6709,6676
1319,2023-07-24,os,iOS,211916,44750,3839,4241,3185,3218
1320,2023-07-24,gender,0,272471,57532,6072,5491,4387,4261
1321,2023-07-24,gender,1,332166,70614,6828,7409,5507,5633
1322,2023-07-24,age,14,8722,1889,66,221,66,95
1323,2023-07-24,age,15,19054,3915,200,393,186,184
1324,2023-07-24,age,16,23227,4703,376,528,306,459
1325,2023-07-24,age,17,30797,6690,1547,529,738,504
1326,2023-07-24,age,18,34180,7473,512,772,492,749
1327,2023-07-24,age,19,36289,7690,739,775,709,745
1328,2023-07-24,age,20,36457,7670,1112,742,831,730
1329,2023-07-24,age,21,37956,8002,934,773,736,755
1330,2023-07-24,age,22,34038,7151,855,641,720,631
1331,2023-07-24,age,23,30321,6512,1017,763,819,744
1332,2023-07-24,age,24,23737,4969,554,464,536,454
1333,2023-07-24,age,25,20740,4504,637,356,451,349
1334,2023-07-24,age,26,18913,3899,526,431,513,420
1335,2023-07-24,age,27,16259,3487,339,395,326,386
1336,2023-07-24,age,28,15742,3255,816,371,458,358
1337,2023-07-24,age,29,15934,3342,290,293,279,286
1338,2023-07-24,age,30,15001,3126,294,312,277,293
1339,2023-07-24,age,31,13332,2770,199,282,193,259
1340,2023-07-24,age,32,13340,2776,170,250,157,210
1341,2023-07-24,age,33,13552,2998,279,307,255,158
1342,2023-07-24,age,34,11944,2632,263,221,188,77
1343,2023-07-24,age,35,12317,2569,136,251,120,86
1344,2023-07-24,age,36,12859,2738,94,272,90,89
1345,2023-07-24,age,37,10851,2398,198,304,135,93
1346,2023-07-24,age,38,8822,1847,377,286,145,95
1347,2023-07-24,age,39,8984,1885,20,173,20,57
1348,2023-07-24,age,40,8182,1695,25,227,21,76
1349,2023-07-24,age,41,7484,1641,14,177,13,58
1350,2023-07-24,age,42,6797,1502,18,157,17,56
1351,2023-07-24,age,43,7389,1575,7,72,6,24
1352,2023-07-24,age,44,5595,1195,11,116,4,39
1353,2023-07-24,age,45,6002,1313,3,82,3,29
1354,2023-07-24,age,46,5162,1146,0,97,0,65
1355,2023-07-24,age,47,4623,908,1,117,1,33
1356,2023-07-24,age,48,4480,937,1,91,1,28
1357,2023-07-24,age,49,3050,608,0,60,0,17
1358,2023-07-24,age,50,3010,612,270,98,82,38
1359,2023-07-24,age,51,2795,571,0,49,0,17
1360,2023-07-24,age,52,2156,459,0,74,0,23
1361,2023-07-24,age,53,1842,380,0,67,0,21
1362,2023-07-24,age,54,1815,354,0,48,0,16
1363,2023-07-24,age,55,1965,411,0,23,0,9
1364,2023-07-24,age,56,1233,255,0,46,0,13
1365,2023-07-24,age,57,1060,242,0,4,0,2
1366,2023-07-24,age,58,1447,342,0,32,0,9
1367,2023-07-24,age,59,781,176,0,24,0,10
1368,2023-07-24,age,60,662,141,0,14,0,8
1369,2023-07-24,age,61,477,92,0,0,0,0
1370,2023-07-24,age,62,766,175,0,25,0,8
1371,2023-07-24,age,63,477,113,0,14,0,6
1372,2023-07-24,age,64,460,80,0,11,0,4
1373,2023-07-24,age,65,242,49,0,14,0,4
1374,2023-07-24,age,66,253,58,0,9,0,2
1375,2023-07-24,age,67,146,30,0,16,0,3
1376,2023-07-24,age,68,193,34,0,7,0,2
1377,2023-07-24,age,69,30,4,0,0,0,0
1378,2023-07-24,age,70,126,39,0,0,0,0
1379,2023-07-24,age,71,14,2,0,4,0,2
1380,2023-07-24,age,72,133,27,0,0,0,0
1381,2023-07-24,age,73,92,19,0,8,0,2
1382,2023-07-24,age,74,97,10,0,5,0,2
1383,2023-07-24,age,76,104,23,0,7,0,2
1384,2023-07-24,age,79,13,5,0,0,0,0
1385,2023-07-24,age,84,85,24,0,0,0,0
1386,2023-07-24,age,95,31,9,0,0,0,0
1387,2023-07-25,os,Android,481296,101914,8411,8411,6444,6471
1388,2023-07-25,os,iOS,255930,54609,4489,4489,3548,3521
1389,2023-07-25,gender,0,330812,69929,6809,5464,4654,4371
1390,2023-07-25,gender,1,406414,86594,6091,7436,5338,5621
1391,2023-07-25,age,14,11195,2467,81,233,79,86
1392,2023-07-25,age,15,23863,5204,223,366,210,238
1393,2023-07-25,age,16,28783,6103,288,646,272,561
1394,2023-07-25,age,17,34890,7349,449,609,421,559
1395,2023-07-25,age,18,41509,8721,787,676,619,656
1396,2023-07-25,age,19,40652,8536,1142,836,788,810
1397,2023-07-25,age,20,46870,9707,1493,777,989,755
1398,2023-07-25,age,21,48077,10011,1032,778,909,755
1399,2023-07-25,age,22,39825,8384,1666,726,994,708
1400,2023-07-25,age,23,35561,7592,724,670,691,654
1401,2023-07-25,age,24,32234,6799,544,460,484,449
1402,2023-07-25,age,25,27435,5918,516,387,441,376
1403,2023-07-25,age,26,23086,4772,696,538,564,520
1404,2023-07-25,age,27,19392,4205,364,340,344,323
1405,2023-07-25,age,28,19625,4088,322,292,310,284
1406,2023-07-25,age,29,19853,4166,204,272,194,261
1407,2023-07-25,age,30,16909,3650,296,351,275,338
1408,2023-07-25,age,31,16179,3399,246,344,228,309
1409,2023-07-25,age,32,16487,3552,203,255,188,182
1410,2023-07-25,age,33,15511,3263,168,219,154,88
1411,2023-07-25,age,34,14060,3055,173,318,156,87
1412,2023-07-25,age,35,14431,2971,90,205,86,74
1413,2023-07-25,age,36,14143,2960,784,243,289,83
1414,2023-07-25,age,37,13089,2768,202,210,126,73
1415,2023-07-25,age,38,10297,2205,76,311,68,96
1416,2023-07-25,age,39,10562,2248,48,145,39,48
1417,2023-07-25,age,40,10301,2323,34,164,31,60
1418,2023-07-25,age,41,10250,2218,17,155,15,52
1419,2023-07-25,age,42,8428,1885,12,175,11,57
1420,2023-07-25,age,43,9083,1964,0,70,0,22
1421,2023-07-25,age,44,8014,1711,3,115,3,39
1422,2023-07-25,age,45,6127,1333,4,104,3,39
1423,2023-07-25,age,46,6485,1406,2,119,2,89
1424,2023-07-25,age,47,4612,1045,3,89,3,35
1425,2023-07-25,age,48,4863,1065,0,95,0,29
1426,2023-07-25,age,49,4542,981,0,71,0,21
1427,2023-07-25,age,50,4530,966,4,130,3,39
1428,2023-07-25,age,51,3544,764,0,75,0,22
1429,2023-07-25,age,52,3523,764,0,31,0,10
1430,2023-07-25,age,53,3038,685,1,16,1,9
1431,2023-07-25,age,54,2270,466,3,80,2,28
1432,2023-07-25,age,55,2046,438,0,20,0,6
1433,2023-07-25,age,56,1940,390,0,28,0,10
1434,2023-07-25,age,57,1428,299,0,27,0,10
1435,2023-07-25,age,58,1139,285,0,25,0,10
1436,2023-07-25,age,59,877,187,0,18,0,6
1437,2023-07-25,age,60,950,201,0,12,0,4
1438,2023-07-25,age,61,927,188,0,0,0,0
1439,2023-07-25,age,62,611,131,0,15,0,4
1440,2023-07-25,age,63,543,131,0,0,0,0
1441,2023-07-25,age,64,348,81,0,3,0,2
1442,2023-07-25,age,65,314,62,0,0,0,0
1443,2023-07-25,age,66,483,124,0,0,0,0
1444,2023-07-25,age,67,313,76,0,21,0,4
1445,2023-07-25,age,68,215,35,0,12,0,2
1446,2023-07-25,age,69,17,5,0,8,0,4
1447,2023-07-25,age,70,47,9,0,0,0,0
1448,2023-07-25,age,71,131,32,0,6,0,2
1449,2023-07-25,age,72,196,44,0,0,0,0
1450,2023-07-25,age,73,69,9,0,9,0,4
1451,2023-07-25,age,74,34,7,0,0,0,0
1452,2023-07-25,age,75,54,21,0,0,0,0
1453,2023-07-25,age,76,183,38,0,0,0,0
1454,2023-07-25,age,77,99,19,0,0,0,0
1455,2023-07-25,age,78,101,28,0,0,0,0
1456,2023-07-25,age,87,17,8,0,0,0,0
1457,2023-07-25,age,95,16,6,0,0,0,0
1458,2023-07-26,os,Android,448124,91568,8514,8307,6756,6731
1459,2023-07-26,os,iOS,239745,48853,4382,4589,3637,3662
1460,2023-07-26,gender,0,308018,62845,5348,5778,4541,4650
1461,2023-07-26,gender,1,379851,77576,7548,7118,5852,5743
1462,2023-07-26,age,14,9946,2014,287,204,161,84
1463,2023-07-26,age,15,21927,4390,317,392,227,226
1464,2023-07-26,age,16,25279,5310,300,530,285,450
1465,2023-07-26,age,17,34152,6786,388,500,362,462
1466,2023-07-26,age,18,38689,7717,748,671,623,651
1467,2023-07-26,age,19,41355,8515,946,898,873,870
1468,2023-07-26,age,20,40581,8305,843,730,771,716
1469,2023-07-26,age,21,43116,8722,770,864,747,853
1470,2023-07-26,age,22,38624,7973,1340,764,949,747
1471,2023-07-26,age,23,34379,6895,1057,607,796,600
1472,2023-07-26,age,24,27813,5678,482,432,475,430
1473,2023-07-26,age,25,27016,5555,590,454,466,448
1474,2023-07-26,age,26,23303,4651,718,409,522,399
1475,2023-07-26,age,27,19124,4054,574,309,466,302
1476,2023-07-26,age,28,17468,3469,326,336,301,330
1477,2023-07-26,age,29,17707,3733,423,270,342,259
1478,2023-07-26,age,30,16945,3390,428,268,316,261
1479,2023-07-26,age,31,15360,3283,282,325,263,307
1480,2023-07-26,age,32,13792,2940,182,294,168,246
1481,2023-07-26,age,33,15021,3052,385,296,225,153
1482,2023-07-26,age,34,13944,2808,277,261,204,129
1483,2023-07-26,age,35,12772,2574,130,287,119,129
1484,2023-07-26,age,36,12838,2679,84,257,78,118
1485,2023-07-26,age,37,12868,2583,88,228,83,103
1486,2023-07-26,age,38,9814,2000,89,245,81,120
1487,2023-07-26,age,39,9007,1889,126,171,81,82
1488,2023-07-26,age,40,9772,2028,189,173,95,69
1489,2023-07-26,age,41,9341,1878,31,154,26,74
1490,2023-07-26,age,42,7213,1508,234,174,130,79
1491,2023-07-26,age,43,7686,1630,123,183,73,80
1492,2023-07-26,age,44,6683,1339,15,138,12,71
1493,2023-07-26,age,45,5768,1283,86,144,51,65
1494,2023-07-26,age,46,6664,1352,3,116,3,92
1495,2023-07-26,age,47,5520,1119,8,153,6,91
1496,2023-07-26,age,48,4917,956,18,89,10,36
1497,2023-07-26,age,49,3603,798,0,68,0,26
1498,2023-07-26,age,50,3285,623,3,79,1,32
1499,2023-07-26,age,51,3628,757,0,91,0,37
1500,2023-07-26,age,52,2955,616,0,41,0,18
1501,2023-07-26,age,53,2422,473,6,57,2,27
1502,2023-07-26,age,54,2026,395,0,32,0,15
1503,2023-07-26,age,55,1896,381,0,24,0,15
1504,2023-07-26,age,56,1707,347,0,34,0,13
1505,2023-07-26,age,57,1556,270,0,2,0,1
1506,2023-07-26,age,58,1393,294,0,5,0,4
1507,2023-07-26,age,59,1100,218,0,51,0,24
1508,2023-07-26,age,60,1081,197,0,8,0,5
1509,2023-07-26,age,61,700,161,0,10,0,7
1510,2023-07-26,age,62,647,117,0,4,0,2
1511,2023-07-26,age,63,506,105,0,12,0,5
1512,2023-07-26,age,64,736,146,0,26,0,14
1513,2023-07-26,age,65,194,41,0,0,0,0
1514,2023-07-26,age,66,379,82,0,2,0,2
1515,2023-07-26,age,67,201,36,0,5,0,2
1516,2023-07-26,age,68,295,64,0,1,0,1
1517,2023-07-26,age,69,167,38,0,2,0,1
1518,2023-07-26,age,70,405,79,0,7,0,4
1519,2023-07-26,age,71,115,30,0,3,0,2
1520,2023-07-26,age,72,56,18,0,0,0,0
1521,2023-07-26,age,73,0,0,0,3,0,2
1522,2023-07-26,age,74,105,18,0,3,0,2
1523,2023-07-26,age,76,104,20,0,0,0,0
1524,2023-07-26,age,77,123,23,0,0,0,0
1525,2023-07-26,age,79,28,5,0,0,0,0
1526,2023-07-26,age,81,21,4,0,0,0,0
1527,2023-07-26,age,84,31,7,0,0,0,0
1528,2023-07-27,os,Android,497936,106637,7805,8392,6529,6727
1529,2023-07-27,os,iOS,269883,57820,5094,4507,3787,3589
1530,2023-07-27,gender,0,349920,74759,5460,5734,4471,4629
1531,2023-07-27,gender,1,417899,89698,7439,7165,5845,5687
1532,2023-07-27,age,14,11843,2495,73,209,68,111
1533,2023-07-27,age,15,26204,5451,239,394,220,291
1534,2023-07-27,age,16,31014,6616,683,566,410,475
1535,2023-07-27,age,17,36144,7777,335,504,327,472
1536,2023-07-27,age,18,40466,8660,684,632,563,621
1537,2023-07-27,age,19,43418,9423,1037,768,785,751
1538,2023-07-27,age,20,47666,10171,989,787,756,763
1539,2023-07-27,age,21,47029,10240,884,841,851,821
1540,2023-07-27,age,22,45819,9820,1285,703,906,693
1541,2023-07-27,age,23,38777,8315,890,676,725,659
1542,2023-07-27,age,24,32361,6778,860,453,634,441
1543,2023-07-27,age,25,27849,5856,727,503,635,495
1544,2023-07-27,age,26,22674,4748,466,432,457,421
1545,2023-07-27,age,27,22168,4861,419,430,409,414
1546,2023-07-27,age,28,20706,4389,432,476,415,464
1547,2023-07-27,age,29,20140,4327,308,321,296,305
1548,2023-07-27,age,30,18520,3869,356,366,330,348
